2781 408 341
284 155 -1 0
283 155 -1 0
282 155 -1 0
281 155 -1 0
280 155 -1 0
279 155 -1 0
278 155 -1 0
277 155 -1 0
276 155 -1 0
188 155 -1 1
187 155 -1 1
186 155 -1 1
185 155 -1 1
184 155 -1 1
183 155 -1 1
182 155 -1 1
181 155 -1 1
180 155 -1 1
179 155 -1 1
178 155 -1 1
177 155 -1 1
176 155 -1 1
175 155 -1 1
174 155 -1 1
173 155 -1 1
172 155 -1 1
286 154 -1 0
285 154 -1 0
284 154 -1 0
283 154 -1 0
282 154 -1 0
281 154 -1 0
280 154 -1 0
279 154 -1 0
278 154 -1 0
277 154 -1 0
276 154 -1 0
189 154 -1 1
188 154 -1 1
187 154 -1 1
186 154 -1 1
185 154 -1 1
184 154 -1 1
183 154 -1 1
182 154 -1 1
181 154 -1 1
180 154 -1 1
179 154 -1 1
178 154 -1 1
177 154 -1 1
176 154 -1 1
175 154 -1 1
174 154 -1 1
173 154 -1 1
172 154 -1 1
286 153 -1 0
285 153 -1 0
284 153 -1 0
283 153 -1 0
282 153 -1 0
281 153 -1 0
280 153 -1 0
279 153 -1 0
278 153 -1 0
277 153 -1 0
276 153 -1 0
275 153 -1 0
189 153 -1 1
188 153 -1 1
187 153 -1 1
186 153 -1 1
185 153 -1 1
184 153 -1 1
183 153 -1 1
182 153 -1 1
181 153 -1 1
180 153 -1 1
179 153 -1 1
178 153 -1 1
177 153 -1 1
176 153 -1 1
175 153 -1 1
174 153 -1 1
173 153 -1 1
172 153 -1 1
286 152 -1 0
285 152 -1 0
284 152 -1 0
283 152 -1 0
282 152 -1 0
281 152 -1 0
280 152 -1 0
279 152 -1 0
278 152 -1 0
277 152 -1 0
276 152 -1 0
275 152 -1 0
190 152 -1 1
189 152 -1 1
188 152 -1 1
187 152 -1 1
186 152 -1 1
185 152 -1 1
184 152 -1 1
183 152 -1 1
182 152 -1 1
181 152 -1 1
180 152 -1 1
179 152 -1 1
178 152 -1 1
177 152 -1 1
176 152 -1 1
175 152 -1 1
174 152 -1 1
173 152 -1 1
285 151 -1 0
284 151 -1 0
283 151 -1 0
282 151 -1 0
281 151 -1 0
280 151 -1 0
279 151 -1 0
278 151 -1 0
277 151 -1 0
276 151 -1 0
275 151 -1 0
191 151 -1 1
190 151 -1 1
189 151 -1 1
188 151 -1 1
187 151 -1 1
186 151 -1 1
185 151 -1 1
184 151 -1 1
183 151 -1 1
182 151 -1 1
181 151 -1 1
180 151 -1 1
179 151 -1 1
178 151 -1 1
177 151 -1 1
176 151 -1 1
175 151 -1 1
174 151 -1 1
285 150 -1 0
284 150 -1 0
283 150 -1 0
282 150 -1 0
281 150 -1 0
280 150 -1 0
279 150 -1 0
278 150 -1 0
277 150 -1 0
276 150 -1 0
275 150 -1 0
274 150 -1 0
193 150 -1 1
192 150 -1 1
191 150 -1 1
190 150 -1 1
189 150 -1 1
188 150 -1 1
187 150 -1 1
186 150 -1 1
185 150 -1 1
184 150 -1 1
183 150 -1 1
182 150 -1 1
181 150 -1 1
180 150 -1 1
179 150 -1 1
178 150 -1 1
177 150 -1 1
176 150 -1 1
175 150 -1 1
285 149 -1 0
284 149 -1 0
283 149 -1 0
282 149 -1 0
281 149 -1 0
280 149 -1 0
279 149 -1 0
278 149 -1 0
277 149 -1 0
276 149 -1 0
275 149 -1 0
274 149 -1 0
194 149 -1 1
193 149 -1 1
192 149 -1 1
191 149 -1 1
190 149 -1 1
189 149 -1 1
188 149 -1 1
187 149 -1 1
186 149 -1 1
185 149 -1 1
184 149 -1 1
183 149 -1 1
182 149 -1 1
181 149 -1 1
180 149 -1 1
179 149 -1 1
178 149 -1 1
177 149 -1 1
284 148 -1 0
283 148 -1 0
282 148 -1 0
281 148 -1 0
280 148 -1 0
279 148 -1 0
278 148 -1 0
277 148 -1 0
276 148 -1 0
275 148 -1 0
274 148 -1 0
196 148 -1 1
195 148 -1 1
194 148 -1 1
193 148 -1 1
192 148 -1 1
191 148 -1 1
190 148 -1 1
189 148 -1 1
188 148 -1 1
187 148 -1 1
186 148 -1 1
185 148 -1 1
184 148 -1 1
183 148 -1 1
182 148 -1 1
181 148 -1 1
180 148 -1 1
179 148 -1 1
284 147 -1 0
283 147 -1 0
282 147 -1 0
281 147 -1 0
280 147 -1 0
279 147 -1 0
278 147 -1 0
277 147 -1 0
276 147 -1 0
275 147 -1 0
274 147 -1 0
197 147 -1 1
196 147 -1 1
195 147 -1 1
194 147 -1 1
193 147 -1 1
192 147 -1 1
191 147 -1 1
190 147 -1 1
189 147 -1 1
188 147 -1 1
187 147 -1 1
186 147 -1 1
185 147 -1 1
184 147 -1 1
183 147 -1 1
182 147 -1 1
181 147 -1 1
284 146 -1 0
283 146 -1 0
282 146 -1 0
281 146 -1 0
280 146 -1 0
279 146 -1 0
278 146 -1 0
277 146 -1 0
276 146 -1 0
275 146 -1 0
274 146 -1 0
198 146 -1 1
197 146 -1 1
196 146 -1 1
195 146 -1 1
194 146 -1 1
193 146 -1 1
192 146 -1 1
191 146 -1 1
190 146 -1 1
189 146 -1 1
188 146 -1 1
187 146 -1 1
186 146 -1 1
185 146 -1 1
184 146 -1 1
183 146 -1 1
182 146 -1 1
284 145 -1 0
283 145 -1 0
282 145 -1 0
281 145 -1 0
280 145 -1 0
279 145 -1 0
278 145 -1 0
277 145 -1 0
276 145 -1 0
275 145 -1 0
274 145 -1 0
199 145 -1 1
198 145 -1 1
197 145 -1 1
196 145 -1 1
195 145 -1 1
194 145 -1 1
193 145 -1 1
192 145 -1 1
191 145 -1 1
190 145 -1 1
189 145 -1 1
188 145 -1 1
187 145 -1 1
186 145 -1 1
185 145 -1 1
184 145 -1 1
183 145 -1 1
182 145 -1 1
284 144 -1 0
283 144 -1 0
282 144 -1 0
281 144 -1 0
280 144 -1 0
279 144 -1 0
278 144 -1 0
277 144 -1 0
276 144 -1 0
275 144 -1 0
274 144 -1 0
200 144 -1 1
199 144 -1 1
198 144 -1 1
197 144 -1 1
196 144 -1 1
195 144 -1 1
194 144 -1 1
193 144 -1 1
192 144 -1 1
191 144 -1 1
190 144 -1 1
189 144 -1 1
188 144 -1 1
187 144 -1 1
186 144 -1 1
185 144 -1 1
184 144 -1 1
183 144 -1 1
284 143 -1 0
283 143 -1 0
282 143 -1 0
281 143 -1 0
280 143 -1 0
279 143 -1 0
278 143 -1 0
277 143 -1 0
276 143 -1 0
275 143 -1 0
274 143 -1 0
203 143 -1 1
202 143 -1 1
201 143 -1 1
200 143 -1 1
199 143 -1 1
198 143 -1 1
197 143 -1 1
196 143 -1 1
195 143 -1 1
194 143 -1 1
193 143 -1 1
192 143 -1 1
191 143 -1 1
190 143 -1 1
189 143 -1 1
188 143 -1 1
187 143 -1 1
186 143 -1 1
185 143 -1 1
184 143 -1 1
284 142 -1 0
283 142 -1 0
282 142 -1 0
281 142 -1 0
280 142 -1 0
279 142 -1 0
278 142 -1 0
277 142 -1 0
276 142 -1 0
275 142 -1 0
274 142 -1 0
204 142 -1 1
203 142 -1 1
202 142 -1 1
201 142 -1 1
200 142 -1 1
199 142 -1 1
198 142 -1 1
197 142 -1 1
196 142 -1 1
195 142 -1 1
194 142 -1 1
193 142 -1 1
192 142 -1 1
191 142 -1 1
190 142 -1 1
189 142 -1 1
188 142 -1 1
187 142 -1 1
186 142 -1 1
185 142 -1 1
284 141 -1 0
283 141 -1 0
282 141 -1 0
281 141 -1 0
280 141 -1 0
279 141 -1 0
278 141 -1 0
277 141 -1 0
276 141 -1 0
275 141 -1 0
274 141 -1 0
205 141 -1 1
204 141 -1 1
203 141 -1 1
202 141 -1 1
201 141 -1 1
200 141 -1 1
199 141 -1 1
198 141 -1 1
197 141 -1 1
196 141 -1 1
195 141 -1 1
194 141 -1 1
193 141 -1 1
192 141 -1 1
191 141 -1 1
190 141 -1 1
189 141 -1 1
188 141 -1 1
284 140 -1 0
283 140 -1 0
282 140 -1 0
281 140 -1 0
280 140 -1 0
279 140 -1 0
278 140 -1 0
277 140 -1 0
276 140 -1 0
275 140 -1 0
274 140 -1 0
206 140 -1 1
205 140 -1 1
204 140 -1 1
203 140 -1 1
202 140 -1 1
201 140 -1 1
200 140 -1 1
199 140 -1 1
198 140 -1 1
197 140 -1 1
196 140 -1 1
195 140 -1 1
194 140 -1 1
193 140 -1 1
192 140 -1 1
191 140 -1 1
190 140 -1 1
189 140 -1 1
283 139 -1 0
282 139 -1 0
281 139 -1 0
280 139 -1 0
279 139 -1 0
278 139 -1 0
277 139 -1 0
276 139 -1 0
275 139 -1 0
274 139 -1 0
273 139 -1 0
208 139 -1 1
207 139 -1 1
206 139 -1 1
205 139 -1 1
204 139 -1 1
203 139 -1 1
202 139 -1 1
201 139 -1 1
200 139 -1 1
199 139 -1 1
198 139 -1 1
197 139 -1 1
196 139 -1 1
195 139 -1 1
194 139 -1 1
193 139 -1 1
192 139 -1 1
191 139 -1 1
190 139 -1 1
283 138 -1 0
282 138 -1 0
281 138 -1 0
280 138 -1 0
279 138 -1 0
278 138 -1 0
277 138 -1 0
276 138 -1 0
275 138 -1 0
274 138 -1 0
273 138 -1 0
210 138 -1 1
209 138 -1 1
208 138 -1 1
207 138 -1 1
206 138 -1 1
205 138 -1 1
204 138 -1 1
203 138 -1 1
202 138 -1 1
201 138 -1 1
200 138 -1 1
199 138 -1 1
198 138 -1 1
197 138 -1 1
196 138 -1 1
195 138 -1 1
194 138 -1 1
193 138 -1 1
192 138 -1 1
191 138 -1 1
283 137 -1 0
282 137 -1 0
281 137 -1 0
280 137 -1 0
279 137 -1 0
278 137 -1 0
277 137 -1 0
276 137 -1 0
275 137 -1 0
274 137 -1 0
273 137 -1 0
212 137 -1 1
211 137 -1 1
210 137 -1 1
209 137 -1 1
208 137 -1 1
207 137 -1 1
206 137 -1 1
205 137 -1 1
204 137 -1 1
203 137 -1 1
202 137 -1 1
201 137 -1 1
200 137 -1 1
199 137 -1 1
198 137 -1 1
197 137 -1 1
196 137 -1 1
195 137 -1 1
194 137 -1 1
193 137 -1 1
192 137 -1 1
283 136 -1 0
282 136 -1 0
281 136 -1 0
280 136 -1 0
279 136 -1 0
278 136 -1 0
277 136 -1 0
276 136 -1 0
275 136 -1 0
274 136 -1 0
273 136 -1 0
213 136 -1 1
212 136 -1 1
211 136 -1 1
210 136 -1 1
209 136 -1 1
208 136 -1 1
207 136 -1 1
206 136 -1 1
205 136 -1 1
204 136 -1 1
203 136 -1 1
202 136 -1 1
201 136 -1 1
200 136 -1 1
199 136 -1 1
198 136 -1 1
197 136 -1 1
196 136 -1 1
195 136 -1 1
194 136 -1 1
193 136 -1 1
283 135 -1 0
282 135 -1 0
281 135 -1 0
280 135 -1 0
279 135 -1 0
278 135 -1 0
277 135 -1 0
276 135 -1 0
275 135 -1 0
274 135 -1 0
273 135 -1 0
214 135 -1 1
213 135 -1 1
212 135 -1 1
211 135 -1 1
210 135 -1 1
209 135 -1 1
208 135 -1 1
207 135 -1 1
206 135 -1 1
205 135 -1 1
204 135 -1 1
203 135 -1 1
202 135 -1 1
201 135 -1 1
200 135 -1 1
199 135 -1 1
198 135 -1 1
197 135 -1 1
196 135 -1 1
195 135 -1 1
283 134 -1 0
282 134 -1 0
281 134 -1 0
280 134 -1 0
279 134 -1 0
278 134 -1 0
277 134 -1 0
276 134 -1 0
275 134 -1 0
274 134 -1 0
273 134 -1 0
215 134 -1 1
214 134 -1 1
213 134 -1 1
212 134 -1 1
211 134 -1 1
210 134 -1 1
209 134 -1 1
208 134 -1 1
207 134 -1 1
206 134 -1 1
205 134 -1 1
204 134 -1 1
203 134 -1 1
202 134 -1 1
201 134 -1 1
200 134 -1 1
199 134 -1 1
198 134 -1 1
282 133 -1 0
281 133 -1 0
280 133 -1 0
279 133 -1 0
278 133 -1 0
277 133 -1 0
276 133 -1 0
275 133 -1 0
274 133 -1 0
273 133 -1 0
272 133 -1 0
217 133 -1 1
216 133 -1 1
215 133 -1 1
214 133 -1 1
213 133 -1 1
212 133 -1 1
211 133 -1 1
210 133 -1 1
209 133 -1 1
208 133 -1 1
207 133 -1 1
206 133 -1 1
205 133 -1 1
204 133 -1 1
203 133 -1 1
202 133 -1 1
201 133 -1 1
200 133 -1 1
199 133 -1 1
282 132 -1 0
281 132 -1 0
280 132 -1 0
279 132 -1 0
278 132 -1 0
277 132 -1 0
276 132 -1 0
275 132 -1 0
274 132 -1 0
273 132 -1 0
272 132 -1 0
220 132 -1 1
219 132 -1 1
218 132 -1 1
217 132 -1 1
216 132 -1 1
215 132 -1 1
214 132 -1 1
213 132 -1 1
212 132 -1 1
211 132 -1 1
210 132 -1 1
209 132 -1 1
208 132 -1 1
207 132 -1 1
206 132 -1 1
205 132 -1 1
204 132 -1 1
203 132 -1 1
202 132 -1 1
201 132 -1 1
200 132 -1 1
199 132 -1 1
282 131 -1 0
281 131 -1 0
280 131 -1 0
279 131 -1 0
278 131 -1 0
277 131 -1 0
276 131 -1 0
275 131 -1 0
274 131 -1 0
273 131 -1 0
272 131 -1 0
221 131 -1 1
220 131 -1 1
219 131 -1 1
218 131 -1 1
217 131 -1 1
216 131 -1 1
215 131 -1 1
214 131 -1 1
213 131 -1 1
212 131 -1 1
211 131 -1 1
210 131 -1 1
209 131 -1 1
208 131 -1 1
207 131 -1 1
206 131 -1 1
205 131 -1 1
204 131 -1 1
203 131 -1 1
202 131 -1 1
201 131 -1 1
200 131 -1 1
281 130 -1 0
280 130 -1 0
279 130 -1 0
278 130 -1 0
277 130 -1 0
276 130 -1 0
275 130 -1 0
274 130 -1 0
273 130 -1 0
272 130 -1 0
271 130 -1 0
221 130 -1 1
220 130 -1 1
219 130 -1 1
218 130 -1 1
217 130 -1 1
216 130 -1 1
215 130 -1 1
214 130 -1 1
213 130 -1 1
212 130 -1 1
211 130 -1 1
210 130 -1 1
209 130 -1 1
208 130 -1 1
207 130 -1 1
206 130 -1 1
205 130 -1 1
204 130 -1 1
203 130 -1 1
281 129 -1 0
280 129 -1 0
279 129 -1 0
278 129 -1 0
277 129 -1 0
276 129 -1 0
275 129 -1 0
274 129 -1 0
273 129 -1 0
272 129 -1 0
271 129 -1 0
221 129 -1 1
220 129 -1 1
219 129 -1 1
218 129 -1 1
217 129 -1 1
216 129 -1 1
215 129 -1 1
214 129 -1 1
213 129 -1 1
212 129 -1 1
211 129 -1 1
210 129 -1 1
209 129 -1 1
208 129 -1 1
207 129 -1 1
206 129 -1 1
205 129 -1 1
204 129 -1 1
281 128 -1 0
280 128 -1 0
279 128 -1 0
278 128 -1 0
277 128 -1 0
276 128 -1 0
275 128 -1 0
274 128 -1 0
273 128 -1 0
272 128 -1 0
271 128 -1 0
222 128 -1 1
221 128 -1 1
220 128 -1 1
219 128 -1 1
218 128 -1 1
217 128 -1 1
216 128 -1 1
215 128 -1 1
214 128 -1 1
213 128 -1 1
212 128 -1 1
211 128 -1 1
210 128 -1 1
209 128 -1 1
208 128 -1 1
207 128 -1 1
206 128 -1 1
281 127 -1 0
280 127 -1 0
279 127 -1 0
278 127 -1 0
277 127 -1 0
276 127 -1 0
275 127 -1 0
274 127 -1 0
273 127 -1 0
272 127 -1 0
271 127 -1 0
222 127 -1 1
221 127 -1 1
220 127 -1 1
219 127 -1 1
218 127 -1 1
217 127 -1 1
216 127 -1 1
215 127 -1 1
214 127 -1 1
213 127 -1 1
212 127 -1 1
211 127 -1 1
210 127 -1 1
209 127 -1 1
208 127 -1 1
207 127 -1 1
280 126 -1 0
279 126 -1 0
278 126 -1 0
277 126 -1 0
276 126 -1 0
275 126 -1 0
274 126 -1 0
273 126 -1 0
272 126 -1 0
271 126 -1 0
270 126 -1 0
221 126 -1 1
220 126 -1 1
219 126 -1 1
218 126 -1 1
217 126 -1 1
216 126 -1 1
215 126 -1 1
214 126 -1 1
213 126 -1 1
212 126 -1 1
211 126 -1 1
210 126 -1 1
209 126 -1 1
208 126 -1 1
280 125 -1 0
279 125 -1 0
278 125 -1 0
277 125 -1 0
276 125 -1 0
275 125 -1 0
274 125 -1 0
273 125 -1 0
272 125 -1 0
271 125 -1 0
270 125 -1 0
221 125 -1 1
220 125 -1 1
219 125 -1 1
218 125 -1 1
217 125 -1 1
216 125 -1 1
215 125 -1 1
214 125 -1 1
213 125 -1 1
212 125 -1 1
211 125 -1 1
210 125 -1 1
209 125 -1 1
280 124 -1 0
279 124 -1 0
278 124 -1 0
277 124 -1 0
276 124 -1 0
275 124 -1 0
274 124 -1 0
273 124 -1 0
272 124 -1 0
271 124 -1 0
270 124 -1 0
221 124 -1 1
220 124 -1 1
219 124 -1 1
218 124 -1 1
217 124 -1 1
216 124 -1 1
215 124 -1 1
214 124 -1 1
213 124 -1 1
212 124 -1 1
279 123 -1 0
278 123 -1 0
277 123 -1 0
276 123 -1 0
275 123 -1 0
274 123 -1 0
273 123 -1 0
272 123 -1 0
271 123 -1 0
270 123 -1 0
269 123 -1 0
220 123 -1 1
219 123 -1 1
218 123 -1 1
217 123 -1 1
216 123 -1 1
215 123 -1 1
214 123 -1 1
279 122 -1 0
278 122 -1 0
277 122 -1 0
276 122 -1 0
275 122 -1 0
274 122 -1 0
273 122 -1 0
272 122 -1 0
271 122 -1 0
270 122 -1 0
269 122 -1 0
217 122 -1 1
279 121 -1 0
278 121 -1 0
277 121 -1 0
276 121 -1 0
275 121 -1 0
274 121 -1 0
273 121 -1 0
272 121 -1 0
271 121 -1 0
270 121 -1 0
269 121 -1 0
278 120 -1 0
277 120 -1 0
276 120 -1 0
275 120 -1 0
274 120 -1 0
273 120 -1 0
272 120 -1 0
271 120 -1 0
270 120 -1 0
269 120 -1 0
278 119 -1 0
277 119 -1 0
276 119 -1 0
275 119 -1 0
274 119 -1 0
273 119 -1 0
272 119 -1 0
271 119 -1 0
270 119 -1 0
269 119 -1 0
268 119 -1 0
279 118 -1 0
278 118 -1 0
277 118 -1 0
276 118 -1 0
275 118 -1 0
274 118 -1 0
273 118 -1 0
272 118 -1 0
271 118 -1 0
270 118 -1 0
269 118 -1 0
268 118 -1 0
278 117 -1 0
277 117 -1 0
276 117 -1 0
275 117 -1 0
274 117 -1 0
273 117 -1 0
272 117 -1 0
271 117 -1 0
270 117 -1 0
269 117 -1 0
268 117 -1 0
278 116 -1 0
277 116 -1 0
276 116 -1 0
275 116 -1 0
274 116 -1 0
273 116 -1 0
272 116 -1 0
271 116 -1 0
270 116 -1 0
269 116 -1 0
268 116 -1 0
267 116 -1 0
278 115 -1 0
277 115 -1 0
276 115 -1 0
275 115 -1 0
274 115 -1 0
273 115 -1 0
272 115 -1 0
271 115 -1 0
270 115 -1 0
269 115 -1 0
268 115 -1 0
267 115 -1 0
277 114 -1 0
276 114 -1 0
275 114 -1 0
274 114 -1 0
273 114 -1 0
272 114 -1 0
271 114 -1 0
270 114 -1 0
269 114 -1 0
268 114 -1 0
267 114 -1 0
277 113 -1 0
276 113 -1 0
275 113 -1 0
274 113 -1 0
273 113 -1 0
272 113 -1 0
271 113 -1 0
270 113 -1 0
269 113 -1 0
268 113 -1 0
267 113 -1 0
276 112 -1 0
275 112 -1 0
274 112 -1 0
273 112 -1 0
272 112 -1 0
271 112 -1 0
270 112 -1 0
269 112 -1 0
268 112 -1 0
267 112 -1 0
276 111 -1 0
275 111 -1 0
274 111 -1 0
273 111 -1 0
272 111 -1 0
271 111 -1 0
270 111 -1 0
269 111 -1 0
268 111 -1 0
267 111 -1 0
276 110 -1 0
275 110 -1 0
274 110 -1 0
273 110 -1 0
272 110 -1 0
271 110 -1 0
270 110 -1 0
269 110 -1 0
268 110 -1 0
267 110 -1 0
266 110 -1 0
275 109 -1 0
274 109 -1 0
273 109 -1 0
272 109 -1 0
271 109 -1 0
270 109 -1 0
269 109 -1 0
268 109 -1 0
267 109 -1 0
276 108 -1 0
275 108 -1 0
274 108 -1 0
273 108 -1 0
272 108 -1 0
271 108 -1 0
270 108 -1 0
269 108 -1 0
268 108 -1 0
267 108 -1 0
266 108 -1 0
275 107 -1 0
274 107 -1 0
273 107 -1 0
272 107 -1 0
271 107 -1 0
270 107 -1 0
269 107 -1 0
268 107 -1 0
267 107 -1 0
275 106 -1 0
274 106 -1 0
273 106 -1 0
272 106 -1 0
271 106 -1 0
270 106 -1 0
269 106 -1 0
268 106 -1 0
267 106 -1 0
276 105 -1 0
275 105 -1 0
274 105 -1 0
273 105 -1 0
272 105 -1 0
271 105 -1 0
270 105 -1 0
269 105 -1 0
