2031 240 240
141 147 -1 0
140 147 -1 0
139 147 -1 0
138 147 -1 0
137 147 -1 0
136 147 -1 0
135 147 -1 0
134 147 -1 0
133 147 -1 0
132 147 -1 0
131 147 -1 0
141 146 -1 0
140 146 -1 0
139 146 -1 0
138 146 -1 0
137 146 -1 0
136 146 -1 0
135 146 -1 0
134 146 -1 0
133 146 -1 0
132 146 -1 0
131 146 -1 0
141 145 -1 0
140 145 -1 0
139 145 -1 0
138 145 -1 0
137 145 -1 0
136 145 -1 0
135 145 -1 0
134 145 -1 0
133 145 -1 0
132 145 -1 0
131 145 -1 0
141 144 -1 0
140 144 -1 0
139 144 -1 0
138 144 -1 0
137 144 -1 0
136 144 -1 0
135 144 -1 0
134 144 -1 0
133 144 -1 0
132 144 -1 0
131 144 -1 0
130 144 -1 0
140 143 -1 0
139 143 -1 0
138 143 -1 0
137 143 -1 0
136 143 -1 0
135 143 -1 0
134 143 -1 0
133 143 -1 0
132 143 -1 0
131 143 -1 0
130 143 -1 0
140 142 -1 0
139 142 -1 0
138 142 -1 0
137 142 -1 0
136 142 -1 0
135 142 -1 0
134 142 -1 0
133 142 -1 0
132 142 -1 0
131 142 -1 0
130 142 -1 0
129 142 -1 0
140 141 -1 0
139 141 -1 0
138 141 -1 0
137 141 -1 0
136 141 -1 0
135 141 -1 0
134 141 -1 0
133 141 -1 0
132 141 -1 0
131 141 -1 0
130 141 -1 0
129 141 -1 0
128 141 -1 0
139 140 -1 0
138 140 -1 0
137 140 -1 0
136 140 -1 0
135 140 -1 0
134 140 -1 0
133 140 -1 0
132 140 -1 0
131 140 -1 0
130 140 -1 0
129 140 -1 0
128 140 -1 0
139 139 -1 0
138 139 -1 0
137 139 -1 0
136 139 -1 0
135 139 -1 0
134 139 -1 0
133 139 -1 0
132 139 -1 0
131 139 -1 0
130 139 -1 0
129 139 -1 0
128 139 -1 0
127 139 -1 0
139 138 -1 0
138 138 -1 0
137 138 -1 0
136 138 -1 0
135 138 -1 0
134 138 -1 0
133 138 -1 0
132 138 -1 0
131 138 -1 0
130 138 -1 0
129 138 -1 0
128 138 -1 0
127 138 -1 0
126 138 -1 0
138 137 -1 0
137 137 -1 0
136 137 -1 0
135 137 -1 0
134 137 -1 0
133 137 -1 0
132 137 -1 0
131 137 -1 0
130 137 -1 0
129 137 -1 0
128 137 -1 0
127 137 -1 0
126 137 -1 0
125 137 -1 0
138 136 -1 0
137 136 -1 0
136 136 -1 0
135 136 -1 0
134 136 -1 0
133 136 -1 0
132 136 -1 0
131 136 -1 0
130 136 -1 0
129 136 -1 0
128 136 -1 0
127 136 -1 0
126 136 -1 0
125 136 -1 0
124 136 -1 0
138 135 -1 0
137 135 -1 0
136 135 -1 0
135 135 -1 0
134 135 -1 0
133 135 -1 0
132 135 -1 0
131 135 -1 0
130 135 -1 0
129 135 -1 0
128 135 -1 0
127 135 -1 0
126 135 -1 0
125 135 -1 0
124 135 -1 0
123 135 -1 0
137 134 -1 0
136 134 -1 0
135 134 -1 0
134 134 -1 0
133 134 -1 0
132 134 -1 0
131 134 -1 0
130 134 -1 0
129 134 -1 0
128 134 -1 0
127 134 -1 0
126 134 -1 0
125 134 -1 0
124 134 -1 0
123 134 -1 0
122 134 -1 0
121 134 -1 0
136 133 -1 0
135 133 -1 0
134 133 -1 0
133 133 -1 0
132 133 -1 0
131 133 -1 0
130 133 -1 0
129 133 -1 0
128 133 -1 0
127 133 -1 0
126 133 -1 0
125 133 -1 0
124 133 -1 0
123 133 -1 0
122 133 -1 0
121 133 -1 0
120 133 -1 0
119 133 -1 0
118 133 -1 0
135 132 -1 0
134 132 -1 0
133 132 -1 0
132 132 -1 0
131 132 -1 0
130 132 -1 0
129 132 -1 0
128 132 -1 0
127 132 -1 0
126 132 -1 0
125 132 -1 0
124 132 -1 0
123 132 -1 0
122 132 -1 0
121 132 -1 0
120 132 -1 0
119 132 -1 0
118 132 -1 0
117 132 -1 0
134 131 -1 0
133 131 -1 0
132 131 -1 0
131 131 -1 0
130 131 -1 0
129 131 -1 0
128 131 -1 0
127 131 -1 0
126 131 -1 0
125 131 -1 0
124 131 -1 0
123 131 -1 0
122 131 -1 0
121 131 -1 0
120 131 -1 0
119 131 -1 0
118 131 -1 0
117 131 -1 0
133 130 -1 0
132 130 -1 0
131 130 -1 0
130 130 -1 0
129 130 -1 0
128 130 -1 0
127 130 -1 0
126 130 -1 0
125 130 -1 0
124 130 -1 0
123 130 -1 0
122 130 -1 0
121 130 -1 0
120 130 -1 0
119 130 -1 0
118 130 -1 0
117 130 -1 0
133 129 -1 0
132 129 -1 0
131 129 -1 0
130 129 -1 0
129 129 -1 0
128 129 -1 0
127 129 -1 0
126 129 -1 0
125 129 -1 0
124 129 -1 0
123 129 -1 0
122 129 -1 0
121 129 -1 0
120 129 -1 0
119 129 -1 0
118 129 -1 0
117 129 -1 0
116 129 -1 0
136 128 -1 0
135 128 -1 0
134 128 -1 0
133 128 -1 0
132 128 -1 0
131 128 -1 0
130 128 -1 0
129 128 -1 0
128 128 -1 0
127 128 -1 0
126 128 -1 0
125 128 -1 0
124 128 -1 0
123 128 -1 0
122 128 -1 0
121 128 -1 0
120 128 -1 0
119 128 -1 0
118 128 -1 0
117 128 -1 0
137 127 -1 0
136 127 -1 0
135 127 -1 0
134 127 -1 0
133 127 -1 0
132 127 -1 0
131 127 -1 0
130 127 -1 0
129 127 -1 0
128 127 -1 0
127 127 -1 0
126 127 -1 0
125 127 -1 0
124 127 -1 0
123 127 -1 0
122 127 -1 0
121 127 -1 0
120 127 -1 0
119 127 -1 0
118 127 -1 0
117 127 -1 0
139 126 -1 0
138 126 -1 0
137 126 -1 0
136 126 -1 0
135 126 -1 0
134 126 -1 0
133 126 -1 0
132 126 -1 0
131 126 -1 0
130 126 -1 0
129 126 -1 0
128 126 -1 0
127 126 -1 0
126 126 -1 0
125 126 -1 0
124 126 -1 0
123 126 -1 0
122 126 -1 0
121 126 -1 0
120 126 -1 0
119 126 -1 0
118 126 -1 0
117 126 -1 0
140 125 -1 0
139 125 -1 0
138 125 -1 0
137 125 -1 0
136 125 -1 0
135 125 -1 0
134 125 -1 0
133 125 -1 0
132 125 -1 0
131 125 -1 0
130 125 -1 0
129 125 -1 0
128 125 -1 0
127 125 -1 0
126 125 -1 0
125 125 -1 0
124 125 -1 0
123 125 -1 0
122 125 -1 0
121 125 -1 0
120 125 -1 0
119 125 -1 0
118 125 -1 0
140 124 -1 0
139 124 -1 0
138 124 -1 0
137 124 -1 0
136 124 -1 0
135 124 -1 0
134 124 -1 0
133 124 -1 0
132 124 -1 0
131 124 -1 0
130 124 -1 0
129 124 -1 0
128 124 -1 0
127 124 -1 0
126 124 -1 0
125 124 -1 0
124 124 -1 0
123 124 -1 0
122 124 -1 0
121 124 -1 0
120 124 -1 0
119 124 -1 0
98 124 -1 1
97 124 -1 1
96 124 -1 1
95 124 -1 1
94 124 -1 1
93 124 -1 1
92 124 -1 1
91 124 -1 1
90 124 -1 1
140 123 -1 0
139 123 -1 0
138 123 -1 0
137 123 -1 0
136 123 -1 0
135 123 -1 0
134 123 -1 0
133 123 -1 0
132 123 -1 0
131 123 -1 0
130 123 -1 0
129 123 -1 0
128 123 -1 0
127 123 -1 0
126 123 -1 0
125 123 -1 0
124 123 -1 0
123 123 -1 0
122 123 -1 0
121 123 -1 0
120 123 -1 0
102 123 -1 1
101 123 -1 1
100 123 -1 1
99 123 -1 1
98 123 -1 1
97 123 -1 1
96 123 -1 1
95 123 -1 1
94 123 -1 1
93 123 -1 1
92 123 -1 1
91 123 -1 1
90 123 -1 1
89 123 -1 1
88 123 -1 1
87 123 -1 1
86 123 -1 1
85 123 -1 1
141 122 -1 0
140 122 -1 0
139 122 -1 0
138 122 -1 0
137 122 -1 0
136 122 -1 0
135 122 -1 0
134 122 -1 0
133 122 -1 0
132 122 -1 0
131 122 -1 0
130 122 -1 0
129 122 -1 0
128 122 -1 0
127 122 -1 0
126 122 -1 0
125 122 -1 0
124 122 -1 0
123 122 -1 0
122 122 -1 0
105 122 -1 1
104 122 -1 1
103 122 -1 1
102 122 -1 1
101 122 -1 1
100 122 -1 1
99 122 -1 1
98 122 -1 1
97 122 -1 1
96 122 -1 1
95 122 -1 1
94 122 -1 1
93 122 -1 1
92 122 -1 1
91 122 -1 1
90 122 -1 1
89 122 -1 1
88 122 -1 1
87 122 -1 1
86 122 -1 1
85 122 -1 1
84 122 -1 1
83 122 -1 1
82 122 -1 1
142 121 -1 0
141 121 -1 0
140 121 -1 0
139 121 -1 0
138 121 -1 0
137 121 -1 0
136 121 -1 0
135 121 -1 0
134 121 -1 0
133 121 -1 0
132 121 -1 0
131 121 -1 0
130 121 -1 0
129 121 -1 0
128 121 -1 0
127 121 -1 0
126 121 -1 0
125 121 -1 0
124 121 -1 0
110 121 -1 1
109 121 -1 1
108 121 -1 1
107 121 -1 1
106 121 -1 1
105 121 -1 1
104 121 -1 1
103 121 -1 1
102 121 -1 1
101 121 -1 1
100 121 -1 1
99 121 -1 1
98 121 -1 1
97 121 -1 1
96 121 -1 1
95 121 -1 1
94 121 -1 1
93 121 -1 1
92 121 -1 1
91 121 -1 1
90 121 -1 1
89 121 -1 1
88 121 -1 1
87 121 -1 1
86 121 -1 1
85 121 -1 1
84 121 -1 1
83 121 -1 1
82 121 -1 1
81 121 -1 1
80 121 -1 1
79 121 -1 1
142 120 -1 0
141 120 -1 0
140 120 -1 0
139 120 -1 0
138 120 -1 0
137 120 -1 0
136 120 -1 0
135 120 -1 0
134 120 -1 0
133 120 -1 0
132 120 -1 0
131 120 -1 0
130 120 -1 0
129 120 -1 0
128 120 -1 0
127 120 -1 0
113 120 -1 1
112 120 -1 1
111 120 -1 1
110 120 -1 1
109 120 -1 1
108 120 -1 1
107 120 -1 1
106 120 -1 1
105 120 -1 1
104 120 -1 1
103 120 -1 1
102 120 -1 1
101 120 -1 1
100 120 -1 1
99 120 -1 1
98 120 -1 1
97 120 -1 1
96 120 -1 1
95 120 -1 1
94 120 -1 1
93 120 -1 1
92 120 -1 1
91 120 -1 1
90 120 -1 1
89 120 -1 1
88 120 -1 1
87 120 -1 1
86 120 -1 1
85 120 -1 1
84 120 -1 1
83 120 -1 1
82 120 -1 1
81 120 -1 1
80 120 -1 1
79 120 -1 1
78 120 -1 1
143 119 -1 0
142 119 -1 0
141 119 -1 0
140 119 -1 0
139 119 -1 0
138 119 -1 0
137 119 -1 0
136 119 -1 0
135 119 -1 0
134 119 -1 0
133 119 -1 0
132 119 -1 0
131 119 -1 0
130 119 -1 0
129 119 -1 0
114 119 -1 1
113 119 -1 1
112 119 -1 1
111 119 -1 1
110 119 -1 1
109 119 -1 1
108 119 -1 1
107 119 -1 1
106 119 -1 1
105 119 -1 1
104 119 -1 1
103 119 -1 1
102 119 -1 1
101 119 -1 1
100 119 -1 1
99 119 -1 1
98 119 -1 1
97 119 -1 1
96 119 -1 1
95 119 -1 1
94 119 -1 1
93 119 -1 1
92 119 -1 1
91 119 -1 1
90 119 -1 1
89 119 -1 1
88 119 -1 1
87 119 -1 1
86 119 -1 1
85 119 -1 1
84 119 -1 1
83 119 -1 1
82 119 -1 1
81 119 -1 1
80 119 -1 1
79 119 -1 1
78 119 -1 1
147 118 -1 0
146 118 -1 0
145 118 -1 0
144 118 -1 0
143 118 -1 0
142 118 -1 0
141 118 -1 0
140 118 -1 0
139 118 -1 0
138 118 -1 0
137 118 -1 0
136 118 -1 0
135 118 -1 0
134 118 -1 0
133 118 -1 0
132 118 -1 0
131 118 -1 0
130 118 -1 0
114 118 -1 1
113 118 -1 1
112 118 -1 1
111 118 -1 1
110 118 -1 1
109 118 -1 1
108 118 -1 1
107 118 -1 1
106 118 -1 1
105 118 -1 1
104 118 -1 1
103 118 -1 1
102 118 -1 1
101 118 -1 1
100 118 -1 1
99 118 -1 1
98 118 -1 1
97 118 -1 1
96 118 -1 1
95 118 -1 1
94 118 -1 1
93 118 -1 1
92 118 -1 1
91 118 -1 1
90 118 -1 1
89 118 -1 1
88 118 -1 1
87 118 -1 1
86 118 -1 1
85 118 -1 1
84 118 -1 1
83 118 -1 1
82 118 -1 1
81 118 -1 1
80 118 -1 1
79 118 -1 1
78 118 -1 1
154 117 -1 0
153 117 -1 0
152 117 -1 0
151 117 -1 0
150 117 -1 0
149 117 -1 0
148 117 -1 0
147 117 -1 0
146 117 -1 0
145 117 -1 0
144 117 -1 0
143 117 -1 0
142 117 -1 0
141 117 -1 0
140 117 -1 0
139 117 -1 0
138 117 -1 0
137 117 -1 0
136 117 -1 0
135 117 -1 0
134 117 -1 0
133 117 -1 0
132 117 -1 0
115 117 -1 1
114 117 -1 1
113 117 -1 1
112 117 -1 1
111 117 -1 1
110 117 -1 1
109 117 -1 1
108 117 -1 1
107 117 -1 1
106 117 -1 1
105 117 -1 1
104 117 -1 1
103 117 -1 1
102 117 -1 1
101 117 -1 1
100 117 -1 1
99 117 -1 1
98 117 -1 1
97 117 -1 1
96 117 -1 1
95 117 -1 1
94 117 -1 1
93 117 -1 1
92 117 -1 1
91 117 -1 1
90 117 -1 1
89 117 -1 1
88 117 -1 1
87 117 -1 1
86 117 -1 1
85 117 -1 1
84 117 -1 1
83 117 -1 1
82 117 -1 1
81 117 -1 1
80 117 -1 1
79 117 -1 1
78 117 -1 1
77 117 -1 1
157 116 -1 0
156 116 -1 0
155 116 -1 0
154 116 -1 0
153 116 -1 0
152 116 -1 0
151 116 -1 0
150 116 -1 0
149 116 -1 0
148 116 -1 0
147 116 -1 0
146 116 -1 0
145 116 -1 0
144 116 -1 0
143 116 -1 0
142 116 -1 0
141 116 -1 0
140 116 -1 0
139 116 -1 0
138 116 -1 0
137 116 -1 0
136 116 -1 0
135 116 -1 0
134 116 -1 0
133 116 -1 0
132 116 -1 0
116 116 -1 1
115 116 -1 1
114 116 -1 1
113 116 -1 1
112 116 -1 1
111 116 -1 1
110 116 -1 1
109 116 -1 1
108 116 -1 1
107 116 -1 1
106 116 -1 1
105 116 -1 1
104 116 -1 1
103 116 -1 1
102 116 -1 1
101 116 -1 1
100 116 -1 1
99 116 -1 1
98 116 -1 1
97 116 -1 1
96 116 -1 1
95 116 -1 1
94 116 -1 1
93 116 -1 1
92 116 -1 1
91 116 -1 1
90 116 -1 1
89 116 -1 1
88 116 -1 1
87 116 -1 1
86 116 -1 1
85 116 -1 1
84 116 -1 1
83 116 -1 1
82 116 -1 1
81 116 -1 1
80 116 -1 1
79 116 -1 1
78 116 -1 1
77 116 -1 1
160 115 -1 0
159 115 -1 0
158 115 -1 0
157 115 -1 0
156 115 -1 0
155 115 -1 0
154 115 -1 0
153 115 -1 0
152 115 -1 0
151 115 -1 0
150 115 -1 0
149 115 -1 0
148 115 -1 0
147 115 -1 0
146 115 -1 0
145 115 -1 0
144 115 -1 0
143 115 -1 0
142 115 -1 0
141 115 -1 0
140 115 -1 0
139 115 -1 0
138 115 -1 0
137 115 -1 0
136 115 -1 0
135 115 -1 0
134 115 -1 0
133 115 -1 0
117 115 -1 1
116 115 -1 1
115 115 -1 1
114 115 -1 1
113 115 -1 1
112 115 -1 1
111 115 -1 1
110 115 -1 1
109 115 -1 1
108 115 -1 1
107 115 -1 1
106 115 -1 1
105 115 -1 1
104 115 -1 1
103 115 -1 1
102 115 -1 1
101 115 -1 1
100 115 -1 1
99 115 -1 1
98 115 -1 1
97 115 -1 1
96 115 -1 1
95 115 -1 1
94 115 -1 1
93 115 -1 1
92 115 -1 1
91 115 -1 1
90 115 -1 1
89 115 -1 1
88 115 -1 1
87 115 -1 1
86 115 -1 1
85 115 -1 1
84 115 -1 1
83 115 -1 1
82 115 -1 1
81 115 -1 1
80 115 -1 1
79 115 -1 1
78 115 -1 1
77 115 -1 1
161 114 -1 0
160 114 -1 0
159 114 -1 0
158 114 -1 0
157 114 -1 0
156 114 -1 0
155 114 -1 0
154 114 -1 0
153 114 -1 0
152 114 -1 0
151 114 -1 0
150 114 -1 0
149 114 -1 0
148 114 -1 0
147 114 -1 0
146 114 -1 0
145 114 -1 0
144 114 -1 0
143 114 -1 0
142 114 -1 0
141 114 -1 0
140 114 -1 0
139 114 -1 0
138 114 -1 0
137 114 -1 0
136 114 -1 0
135 114 -1 0
134 114 -1 0
118 114 -1 1
117 114 -1 1
116 114 -1 1
115 114 -1 1
114 114 -1 1
113 114 -1 1
112 114 -1 1
111 114 -1 1
110 114 -1 1
109 114 -1 1
108 114 -1 1
107 114 -1 1
106 114 -1 1
105 114 -1 1
104 114 -1 1
103 114 -1 1
102 114 -1 1
101 114 -1 1
100 114 -1 1
99 114 -1 1
98 114 -1 1
97 114 -1 1
96 114 -1 1
95 114 -1 1
94 114 -1 1
93 114 -1 1
92 114 -1 1
91 114 -1 1
90 114 -1 1
89 114 -1 1
88 114 -1 1
87 114 -1 1
86 114 -1 1
85 114 -1 1
84 114 -1 1
83 114 -1 1
82 114 -1 1
81 114 -1 1
80 114 -1 1
79 114 -1 1
78 114 -1 1
77 114 -1 1
162 113 -1 0
161 113 -1 0
160 113 -1 0
159 113 -1 0
158 113 -1 0
157 113 -1 0
156 113 -1 0
155 113 -1 0
154 113 -1 0
153 113 -1 0
152 113 -1 0
151 113 -1 0
150 113 -1 0
149 113 -1 0
148 113 -1 0
147 113 -1 0
146 113 -1 0
145 113 -1 0
144 113 -1 0
143 113 -1 0
142 113 -1 0
141 113 -1 0
140 113 -1 0
139 113 -1 0
138 113 -1 0
137 113 -1 0
136 113 -1 0
135 113 -1 0
119 113 -1 1
118 113 -1 1
117 113 -1 1
116 113 -1 1
115 113 -1 1
114 113 -1 1
113 113 -1 1
112 113 -1 1
111 113 -1 1
110 113 -1 1
109 113 -1 1
108 113 -1 1
107 113 -1 1
106 113 -1 1
105 113 -1 1
104 113 -1 1
103 113 -1 1
102 113 -1 1
101 113 -1 1
100 113 -1 1
99 113 -1 1
98 113 -1 1
97 113 -1 1
96 113 -1 1
95 113 -1 1
94 113 -1 1
93 113 -1 1
92 113 -1 1
91 113 -1 1
90 113 -1 1
89 113 -1 1
88 113 -1 1
87 113 -1 1
86 113 -1 1
85 113 -1 1
84 113 -1 1
83 113 -1 1
82 113 -1 1
81 113 -1 1
80 113 -1 1
79 113 -1 1
78 113 -1 1
77 113 -1 1
162 112 -1 0
161 112 -1 0
160 112 -1 0
159 112 -1 0
158 112 -1 0
157 112 -1 0
156 112 -1 0
155 112 -1 0
154 112 -1 0
153 112 -1 0
152 112 -1 0
151 112 -1 0
150 112 -1 0
149 112 -1 0
148 112 -1 0
147 112 -1 0
146 112 -1 0
145 112 -1 0
144 112 -1 0
143 112 -1 0
142 112 -1 0
141 112 -1 0
140 112 -1 0
139 112 -1 0
138 112 -1 0
137 112 -1 0
136 112 -1 0
135 112 -1 0
119 112 -1 1
118 112 -1 1
117 112 -1 1
116 112 -1 1
115 112 -1 1
114 112 -1 1
113 112 -1 1
112 112 -1 1
111 112 -1 1
110 112 -1 1
109 112 -1 1
108 112 -1 1
107 112 -1 1
106 112 -1 1
105 112 -1 1
104 112 -1 1
103 112 -1 1
102 112 -1 1
101 112 -1 1
100 112 -1 1
99 112 -1 1
98 112 -1 1
97 112 -1 1
96 112 -1 1
95 112 -1 1
94 112 -1 1
93 112 -1 1
92 112 -1 1
91 112 -1 1
90 112 -1 1
89 112 -1 1
88 112 -1 1
87 112 -1 1
86 112 -1 1
85 112 -1 1
84 112 -1 1
83 112 -1 1
82 112 -1 1
81 112 -1 1
80 112 -1 1
79 112 -1 1
78 112 -1 1
77 112 -1 1
162 111 -1 0
161 111 -1 0
160 111 -1 0
159 111 -1 0
158 111 -1 0
157 111 -1 0
156 111 -1 0
155 111 -1 0
154 111 -1 0
153 111 -1 0
152 111 -1 0
151 111 -1 0
150 111 -1 0
149 111 -1 0
148 111 -1 0
147 111 -1 0
146 111 -1 0
145 111 -1 0
144 111 -1 0
143 111 -1 0
142 111 -1 0
141 111 -1 0
140 111 -1 0
139 111 -1 0
138 111 -1 0
137 111 -1 0
136 111 -1 0
120 111 -1 1
119 111 -1 1
118 111 -1 1
117 111 -1 1
116 111 -1 1
115 111 -1 1
114 111 -1 1
113 111 -1 1
112 111 -1 1
111 111 -1 1
110 111 -1 1
109 111 -1 1
108 111 -1 1
107 111 -1 1
106 111 -1 1
105 111 -1 1
104 111 -1 1
103 111 -1 1
102 111 -1 1
101 111 -1 1
100 111 -1 1
99 111 -1 1
98 111 -1 1
97 111 -1 1
96 111 -1 1
95 111 -1 1
94 111 -1 1
93 111 -1 1
92 111 -1 1
91 111 -1 1
90 111 -1 1
89 111 -1 1
88 111 -1 1
87 111 -1 1
86 111 -1 1
85 111 -1 1
84 111 -1 1
83 111 -1 1
82 111 -1 1
81 111 -1 1
80 111 -1 1
79 111 -1 1
78 111 -1 1
77 111 -1 1
163 110 -1 0
162 110 -1 0
161 110 -1 0
160 110 -1 0
159 110 -1 0
158 110 -1 0
157 110 -1 0
156 110 -1 0
155 110 -1 0
154 110 -1 0
153 110 -1 0
152 110 -1 0
151 110 -1 0
150 110 -1 0
149 110 -1 0
148 110 -1 0
147 110 -1 0
146 110 -1 0
145 110 -1 0
144 110 -1 0
143 110 -1 0
142 110 -1 0
141 110 -1 0
140 110 -1 0
139 110 -1 0
138 110 -1 0
137 110 -1 0
120 110 -1 1
119 110 -1 1
118 110 -1 1
117 110 -1 1
116 110 -1 1
115 110 -1 1
114 110 -1 1
113 110 -1 1
112 110 -1 1
111 110 -1 1
110 110 -1 1
109 110 -1 1
108 110 -1 1
107 110 -1 1
106 110 -1 1
105 110 -1 1
104 110 -1 1
103 110 -1 1
102 110 -1 1
101 110 -1 1
100 110 -1 1
99 110 -1 1
98 110 -1 1
97 110 -1 1
96 110 -1 1
95 110 -1 1
94 110 -1 1
93 110 -1 1
92 110 -1 1
91 110 -1 1
90 110 -1 1
89 110 -1 1
88 110 -1 1
87 110 -1 1
86 110 -1 1
85 110 -1 1
84 110 -1 1
83 110 -1 1
82 110 -1 1
81 110 -1 1
80 110 -1 1
79 110 -1 1
78 110 -1 1
77 110 -1 1
162 109 -1 0
161 109 -1 0
160 109 -1 0
159 109 -1 0
158 109 -1 0
157 109 -1 0
156 109 -1 0
155 109 -1 0
154 109 -1 0
153 109 -1 0
152 109 -1 0
151 109 -1 0
150 109 -1 0
149 109 -1 0
148 109 -1 0
147 109 -1 0
146 109 -1 0
145 109 -1 0
144 109 -1 0
143 109 -1 0
142 109 -1 0
141 109 -1 0
140 109 -1 0
139 109 -1 0
121 109 -1 1
120 109 -1 1
119 109 -1 1
118 109 -1 1
117 109 -1 1
116 109 -1 1
115 109 -1 1
114 109 -1 1
113 109 -1 1
112 109 -1 1
111 109 -1 1
110 109 -1 1
109 109 -1 1
108 109 -1 1
107 109 -1 1
106 109 -1 1
105 109 -1 1
104 109 -1 1
103 109 -1 1
102 109 -1 1
101 109 -1 1
100 109 -1 1
99 109 -1 1
98 109 -1 1
97 109 -1 1
96 109 -1 1
95 109 -1 1
94 109 -1 1
93 109 -1 1
92 109 -1 1
91 109 -1 1
90 109 -1 1
89 109 -1 1
88 109 -1 1
87 109 -1 1
86 109 -1 1
85 109 -1 1
84 109 -1 1
83 109 -1 1
82 109 -1 1
81 109 -1 1
80 109 -1 1
79 109 -1 1
78 109 -1 1
162 108 -1 0
161 108 -1 0
160 108 -1 0
159 108 -1 0
158 108 -1 0
157 108 -1 0
156 108 -1 0
155 108 -1 0
154 108 -1 0
153 108 -1 0
152 108 -1 0
151 108 -1 0
150 108 -1 0
149 108 -1 0
148 108 -1 0
147 108 -1 0
146 108 -1 0
145 108 -1 0
144 108 -1 0
143 108 -1 0
142 108 -1 0
121 108 -1 1
120 108 -1 1
119 108 -1 1
118 108 -1 1
117 108 -1 1
116 108 -1 1
115 108 -1 1
114 108 -1 1
113 108 -1 1
112 108 -1 1
111 108 -1 1
110 108 -1 1
109 108 -1 1
108 108 -1 1
107 108 -1 1
106 108 -1 1
105 108 -1 1
104 108 -1 1
103 108 -1 1
102 108 -1 1
101 108 -1 1
100 108 -1 1
99 108 -1 1
98 108 -1 1
97 108 -1 1
96 108 -1 1
95 108 -1 1
94 108 -1 1
93 108 -1 1
92 108 -1 1
91 108 -1 1
90 108 -1 1
89 108 -1 1
88 108 -1 1
87 108 -1 1
86 108 -1 1
85 108 -1 1
84 108 -1 1
83 108 -1 1
82 108 -1 1
81 108 -1 1
80 108 -1 1
79 108 -1 1
78 108 -1 1
162 107 -1 0
161 107 -1 0
160 107 -1 0
159 107 -1 0
158 107 -1 0
157 107 -1 0
156 107 -1 0
155 107 -1 0
154 107 -1 0
153 107 -1 0
152 107 -1 0
151 107 -1 0
150 107 -1 0
149 107 -1 0
148 107 -1 0
147 107 -1 0
121 107 -1 1
120 107 -1 1
119 107 -1 1
118 107 -1 1
117 107 -1 1
116 107 -1 1
115 107 -1 1
114 107 -1 1
113 107 -1 1
112 107 -1 1
111 107 -1 1
110 107 -1 1
109 107 -1 1
108 107 -1 1
107 107 -1 1
106 107 -1 1
105 107 -1 1
104 107 -1 1
103 107 -1 1
102 107 -1 1
101 107 -1 1
100 107 -1 1
99 107 -1 1
98 107 -1 1
97 107 -1 1
96 107 -1 1
95 107 -1 1
94 107 -1 1
93 107 -1 1
92 107 -1 1
91 107 -1 1
90 107 -1 1
89 107 -1 1
88 107 -1 1
87 107 -1 1
86 107 -1 1
85 107 -1 1
84 107 -1 1
83 107 -1 1
82 107 -1 1
81 107 -1 1
80 107 -1 1
79 107 -1 1
78 107 -1 1
