2789 408 341
207 230 -1 1
206 230 -1 1
205 230 -1 1
204 230 -1 1
203 230 -1 1
202 230 -1 1
201 230 -1 1
200 230 -1 1
199 230 -1 1
198 230 -1 1
197 230 -1 1
196 230 -1 1
195 230 -1 1
194 230 -1 1
193 230 -1 1
192 230 -1 1
191 230 -1 1
190 230 -1 1
189 230 -1 1
188 230 -1 1
187 230 -1 1
186 230 -1 1
185 230 -1 1
184 230 -1 1
183 230 -1 1
219 229 -1 1
218 229 -1 1
217 229 -1 1
216 229 -1 1
215 229 -1 1
214 229 -1 1
213 229 -1 1
212 229 -1 1
211 229 -1 1
210 229 -1 1
209 229 -1 1
208 229 -1 1
207 229 -1 1
206 229 -1 1
205 229 -1 1
204 229 -1 1
203 229 -1 1
202 229 -1 1
201 229 -1 1
200 229 -1 1
199 229 -1 1
198 229 -1 1
197 229 -1 1
196 229 -1 1
195 229 -1 1
194 229 -1 1
193 229 -1 1
192 229 -1 1
191 229 -1 1
190 229 -1 1
189 229 -1 1
188 229 -1 1
187 229 -1 1
186 229 -1 1
185 229 -1 1
184 229 -1 1
183 229 -1 1
182 229 -1 1
181 229 -1 1
219 228 -1 1
218 228 -1 1
217 228 -1 1
216 228 -1 1
215 228 -1 1
214 228 -1 1
213 228 -1 1
212 228 -1 1
211 228 -1 1
210 228 -1 1
209 228 -1 1
208 228 -1 1
207 228 -1 1
206 228 -1 1
205 228 -1 1
204 228 -1 1
203 228 -1 1
202 228 -1 1
201 228 -1 1
200 228 -1 1
199 228 -1 1
198 228 -1 1
197 228 -1 1
196 228 -1 1
195 228 -1 1
194 228 -1 1
193 228 -1 1
192 228 -1 1
191 228 -1 1
190 228 -1 1
189 228 -1 1
188 228 -1 1
187 228 -1 1
186 228 -1 1
185 228 -1 1
184 228 -1 1
183 228 -1 1
182 228 -1 1
181 228 -1 1
180 228 -1 1
179 228 -1 1
178 228 -1 1
219 227 -1 1
218 227 -1 1
217 227 -1 1
216 227 -1 1
215 227 -1 1
214 227 -1 1
213 227 -1 1
212 227 -1 1
211 227 -1 1
210 227 -1 1
209 227 -1 1
208 227 -1 1
207 227 -1 1
206 227 -1 1
205 227 -1 1
204 227 -1 1
203 227 -1 1
202 227 -1 1
201 227 -1 1
200 227 -1 1
199 227 -1 1
198 227 -1 1
197 227 -1 1
196 227 -1 1
195 227 -1 1
194 227 -1 1
193 227 -1 1
192 227 -1 1
191 227 -1 1
190 227 -1 1
189 227 -1 1
188 227 -1 1
187 227 -1 1
186 227 -1 1
185 227 -1 1
184 227 -1 1
183 227 -1 1
182 227 -1 1
181 227 -1 1
180 227 -1 1
179 227 -1 1
178 227 -1 1
177 227 -1 1
218 226 -1 1
217 226 -1 1
216 226 -1 1
215 226 -1 1
214 226 -1 1
213 226 -1 1
212 226 -1 1
211 226 -1 1
210 226 -1 1
209 226 -1 1
208 226 -1 1
207 226 -1 1
206 226 -1 1
205 226 -1 1
204 226 -1 1
203 226 -1 1
202 226 -1 1
201 226 -1 1
200 226 -1 1
199 226 -1 1
198 226 -1 1
197 226 -1 1
196 226 -1 1
195 226 -1 1
194 226 -1 1
193 226 -1 1
192 226 -1 1
191 226 -1 1
190 226 -1 1
189 226 -1 1
188 226 -1 1
187 226 -1 1
186 226 -1 1
185 226 -1 1
184 226 -1 1
183 226 -1 1
182 226 -1 1
181 226 -1 1
180 226 -1 1
179 226 -1 1
178 226 -1 1
177 226 -1 1
218 225 -1 1
217 225 -1 1
216 225 -1 1
215 225 -1 1
214 225 -1 1
213 225 -1 1
212 225 -1 1
211 225 -1 1
210 225 -1 1
209 225 -1 1
208 225 -1 1
207 225 -1 1
206 225 -1 1
205 225 -1 1
204 225 -1 1
203 225 -1 1
202 225 -1 1
201 225 -1 1
200 225 -1 1
199 225 -1 1
198 225 -1 1
197 225 -1 1
196 225 -1 1
195 225 -1 1
194 225 -1 1
193 225 -1 1
192 225 -1 1
191 225 -1 1
190 225 -1 1
189 225 -1 1
188 225 -1 1
187 225 -1 1
186 225 -1 1
185 225 -1 1
184 225 -1 1
183 225 -1 1
182 225 -1 1
181 225 -1 1
180 225 -1 1
179 225 -1 1
178 225 -1 1
177 225 -1 1
218 224 -1 1
217 224 -1 1
216 224 -1 1
215 224 -1 1
214 224 -1 1
213 224 -1 1
212 224 -1 1
211 224 -1 1
210 224 -1 1
209 224 -1 1
208 224 -1 1
207 224 -1 1
206 224 -1 1
205 224 -1 1
204 224 -1 1
203 224 -1 1
202 224 -1 1
201 224 -1 1
200 224 -1 1
199 224 -1 1
198 224 -1 1
197 224 -1 1
196 224 -1 1
195 224 -1 1
194 224 -1 1
193 224 -1 1
192 224 -1 1
191 224 -1 1
190 224 -1 1
189 224 -1 1
188 224 -1 1
187 224 -1 1
186 224 -1 1
185 224 -1 1
184 224 -1 1
183 224 -1 1
182 224 -1 1
181 224 -1 1
180 224 -1 1
179 224 -1 1
178 224 -1 1
177 224 -1 1
176 224 -1 1
218 223 -1 1
217 223 -1 1
216 223 -1 1
215 223 -1 1
214 223 -1 1
213 223 -1 1
212 223 -1 1
211 223 -1 1
210 223 -1 1
209 223 -1 1
208 223 -1 1
207 223 -1 1
206 223 -1 1
205 223 -1 1
204 223 -1 1
203 223 -1 1
202 223 -1 1
199 223 -1 1
198 223 -1 1
197 223 -1 1
196 223 -1 1
195 223 -1 1
194 223 -1 1
193 223 -1 1
192 223 -1 1
191 223 -1 1
190 223 -1 1
189 223 -1 1
188 223 -1 1
187 223 -1 1
186 223 -1 1
185 223 -1 1
184 223 -1 1
183 223 -1 1
182 223 -1 1
181 223 -1 1
180 223 -1 1
179 223 -1 1
178 223 -1 1
177 223 -1 1
217 222 -1 1
216 222 -1 1
215 222 -1 1
214 222 -1 1
213 222 -1 1
212 222 -1 1
211 222 -1 1
210 222 -1 1
209 222 -1 1
208 222 -1 1
207 222 -1 1
206 222 -1 1
205 222 -1 1
204 222 -1 1
203 222 -1 1
202 222 -1 1
201 222 -1 1
196 222 -1 1
195 222 -1 1
194 222 -1 1
193 222 -1 1
192 222 -1 1
191 222 -1 1
190 222 -1 1
189 222 -1 1
188 222 -1 1
187 222 -1 1
186 222 -1 1
185 222 -1 1
184 222 -1 1
183 222 -1 1
182 222 -1 1
181 222 -1 1
180 222 -1 1
179 222 -1 1
178 222 -1 1
177 222 -1 1
217 221 -1 1
216 221 -1 1
215 221 -1 1
214 221 -1 1
213 221 -1 1
212 221 -1 1
211 221 -1 1
210 221 -1 1
209 221 -1 1
208 221 -1 1
207 221 -1 1
206 221 -1 1
205 221 -1 1
204 221 -1 1
203 221 -1 1
202 221 -1 1
201 221 -1 1
200 221 -1 1
190 221 -1 1
189 221 -1 1
188 221 -1 1
187 221 -1 1
186 221 -1 1
185 221 -1 1
184 221 -1 1
183 221 -1 1
182 221 -1 1
181 221 -1 1
180 221 -1 1
179 221 -1 1
178 221 -1 1
177 221 -1 1
217 220 -1 1
216 220 -1 1
215 220 -1 1
214 220 -1 1
213 220 -1 1
212 220 -1 1
211 220 -1 1
210 220 -1 1
209 220 -1 1
208 220 -1 1
207 220 -1 1
206 220 -1 1
205 220 -1 1
204 220 -1 1
203 220 -1 1
202 220 -1 1
201 220 -1 1
200 220 -1 1
188 220 -1 1
187 220 -1 1
186 220 -1 1
185 220 -1 1
184 220 -1 1
183 220 -1 1
182 220 -1 1
181 220 -1 1
180 220 -1 1
179 220 -1 1
178 220 -1 1
216 219 -1 1
215 219 -1 1
214 219 -1 1
213 219 -1 1
212 219 -1 1
211 219 -1 1
210 219 -1 1
209 219 -1 1
208 219 -1 1
207 219 -1 1
206 219 -1 1
205 219 -1 1
204 219 -1 1
203 219 -1 1
202 219 -1 1
201 219 -1 1
200 219 -1 1
199 219 -1 1
185 219 -1 1
184 219 -1 1
183 219 -1 1
182 219 -1 1
181 219 -1 1
216 218 -1 1
215 218 -1 1
214 218 -1 1
213 218 -1 1
212 218 -1 1
211 218 -1 1
210 218 -1 1
209 218 -1 1
208 218 -1 1
207 218 -1 1
206 218 -1 1
205 218 -1 1
204 218 -1 1
203 218 -1 1
202 218 -1 1
201 218 -1 1
200 218 -1 1
199 218 -1 1
198 218 -1 1
197 218 -1 1
215 217 -1 1
214 217 -1 1
213 217 -1 1
212 217 -1 1
211 217 -1 1
210 217 -1 1
209 217 -1 1
208 217 -1 1
207 217 -1 1
206 217 -1 1
205 217 -1 1
204 217 -1 1
203 217 -1 1
202 217 -1 1
201 217 -1 1
200 217 -1 1
199 217 -1 1
198 217 -1 1
197 217 -1 1
196 217 -1 1
195 217 -1 1
194 217 -1 1
193 217 -1 1
192 217 -1 1
191 217 -1 1
214 216 -1 1
213 216 -1 1
212 216 -1 1
211 216 -1 1
210 216 -1 1
209 216 -1 1
208 216 -1 1
207 216 -1 1
206 216 -1 1
205 216 -1 1
204 216 -1 1
203 216 -1 1
202 216 -1 1
201 216 -1 1
200 216 -1 1
199 216 -1 1
198 216 -1 1
197 216 -1 1
196 216 -1 1
195 216 -1 1
194 216 -1 1
193 216 -1 1
192 216 -1 1
191 216 -1 1
190 216 -1 1
189 216 -1 1
188 216 -1 1
211 215 -1 1
210 215 -1 1
209 215 -1 1
208 215 -1 1
207 215 -1 1
206 215 -1 1
205 215 -1 1
204 215 -1 1
203 215 -1 1
202 215 -1 1
201 215 -1 1
200 215 -1 1
199 215 -1 1
198 215 -1 1
197 215 -1 1
196 215 -1 1
195 215 -1 1
194 215 -1 1
193 215 -1 1
192 215 -1 1
191 215 -1 1
190 215 -1 1
189 215 -1 1
188 215 -1 1
187 215 -1 1
208 214 -1 1
207 214 -1 1
206 214 -1 1
205 214 -1 1
204 214 -1 1
203 214 -1 1
202 214 -1 1
201 214 -1 1
200 214 -1 1
199 214 -1 1
198 214 -1 1
197 214 -1 1
196 214 -1 1
195 214 -1 1
194 214 -1 1
193 214 -1 1
192 214 -1 1
191 214 -1 1
190 214 -1 1
189 214 -1 1
188 214 -1 1
187 214 -1 1
186 214 -1 1
185 214 -1 1
184 214 -1 1
183 214 -1 1
330 213 -1 0
329 213 -1 0
328 213 -1 0
327 213 -1 0
207 213 -1 1
206 213 -1 1
205 213 -1 1
204 213 -1 1
203 213 -1 1
202 213 -1 1
201 213 -1 1
200 213 -1 1
199 213 -1 1
198 213 -1 1
197 213 -1 1
196 213 -1 1
195 213 -1 1
194 213 -1 1
193 213 -1 1
192 213 -1 1
191 213 -1 1
190 213 -1 1
189 213 -1 1
188 213 -1 1
187 213 -1 1
186 213 -1 1
185 213 -1 1
184 213 -1 1
183 213 -1 1
182 213 -1 1
181 213 -1 1
180 213 -1 1
179 213 -1 1
333 212 -1 0
332 212 -1 0
331 212 -1 0
330 212 -1 0
329 212 -1 0
328 212 -1 0
327 212 -1 0
326 212 -1 0
325 212 -1 0
324 212 -1 0
207 212 -1 1
206 212 -1 1
205 212 -1 1
204 212 -1 1
203 212 -1 1
202 212 -1 1
201 212 -1 1
200 212 -1 1
199 212 -1 1
198 212 -1 1
197 212 -1 1
196 212 -1 1
195 212 -1 1
194 212 -1 1
193 212 -1 1
192 212 -1 1
191 212 -1 1
190 212 -1 1
189 212 -1 1
188 212 -1 1
187 212 -1 1
186 212 -1 1
185 212 -1 1
184 212 -1 1
183 212 -1 1
182 212 -1 1
181 212 -1 1
180 212 -1 1
179 212 -1 1
178 212 -1 1
177 212 -1 1
176 212 -1 1
334 211 -1 0
333 211 -1 0
332 211 -1 0
331 211 -1 0
330 211 -1 0
329 211 -1 0
328 211 -1 0
327 211 -1 0
326 211 -1 0
325 211 -1 0
324 211 -1 0
323 211 -1 0
207 211 -1 1
206 211 -1 1
205 211 -1 1
204 211 -1 1
203 211 -1 1
202 211 -1 1
201 211 -1 1
200 211 -1 1
199 211 -1 1
198 211 -1 1
197 211 -1 1
196 211 -1 1
195 211 -1 1
194 211 -1 1
193 211 -1 1
192 211 -1 1
191 211 -1 1
190 211 -1 1
189 211 -1 1
188 211 -1 1
187 211 -1 1
186 211 -1 1
185 211 -1 1
184 211 -1 1
183 211 -1 1
182 211 -1 1
181 211 -1 1
180 211 -1 1
179 211 -1 1
178 211 -1 1
177 211 -1 1
176 211 -1 1
175 211 -1 1
174 211 -1 1
173 211 -1 1
168 211 -1 1
334 210 -1 0
333 210 -1 0
332 210 -1 0
331 210 -1 0
330 210 -1 0
329 210 -1 0
328 210 -1 0
327 210 -1 0
326 210 -1 0
325 210 -1 0
324 210 -1 0
323 210 -1 0
206 210 -1 1
205 210 -1 1
204 210 -1 1
203 210 -1 1
202 210 -1 1
201 210 -1 1
200 210 -1 1
199 210 -1 1
198 210 -1 1
197 210 -1 1
196 210 -1 1
195 210 -1 1
194 210 -1 1
193 210 -1 1
192 210 -1 1
191 210 -1 1
190 210 -1 1
189 210 -1 1
188 210 -1 1
187 210 -1 1
186 210 -1 1
185 210 -1 1
184 210 -1 1
183 210 -1 1
182 210 -1 1
181 210 -1 1
180 210 -1 1
179 210 -1 1
178 210 -1 1
177 210 -1 1
176 210 -1 1
175 210 -1 1
174 210 -1 1
173 210 -1 1
172 210 -1 1
171 210 -1 1
170 210 -1 1
169 210 -1 1
168 210 -1 1
167 210 -1 1
166 210 -1 1
165 210 -1 1
334 209 -1 0
333 209 -1 0
332 209 -1 0
331 209 -1 0
330 209 -1 0
329 209 -1 0
328 209 -1 0
327 209 -1 0
326 209 -1 0
325 209 -1 0
324 209 -1 0
323 209 -1 0
203 209 -1 1
202 209 -1 1
201 209 -1 1
200 209 -1 1
199 209 -1 1
198 209 -1 1
197 209 -1 1
196 209 -1 1
195 209 -1 1
194 209 -1 1
193 209 -1 1
192 209 -1 1
191 209 -1 1
190 209 -1 1
189 209 -1 1
188 209 -1 1
187 209 -1 1
186 209 -1 1
185 209 -1 1
184 209 -1 1
183 209 -1 1
182 209 -1 1
181 209 -1 1
180 209 -1 1
179 209 -1 1
178 209 -1 1
177 209 -1 1
176 209 -1 1
175 209 -1 1
174 209 -1 1
173 209 -1 1
172 209 -1 1
171 209 -1 1
170 209 -1 1
169 209 -1 1
168 209 -1 1
167 209 -1 1
166 209 -1 1
165 209 -1 1
164 209 -1 1
335 208 -1 0
334 208 -1 0
333 208 -1 0
332 208 -1 0
331 208 -1 0
330 208 -1 0
329 208 -1 0
328 208 -1 0
327 208 -1 0
326 208 -1 0
325 208 -1 0
324 208 -1 0
323 208 -1 0
322 208 -1 0
200 208 -1 1
199 208 -1 1
198 208 -1 1
197 208 -1 1
196 208 -1 1
195 208 -1 1
194 208 -1 1
193 208 -1 1
192 208 -1 1
191 208 -1 1
190 208 -1 1
189 208 -1 1
188 208 -1 1
187 208 -1 1
186 208 -1 1
185 208 -1 1
184 208 -1 1
183 208 -1 1
182 208 -1 1
181 208 -1 1
180 208 -1 1
179 208 -1 1
178 208 -1 1
177 208 -1 1
176 208 -1 1
175 208 -1 1
174 208 -1 1
173 208 -1 1
172 208 -1 1
171 208 -1 1
170 208 -1 1
169 208 -1 1
168 208 -1 1
167 208 -1 1
166 208 -1 1
165 208 -1 1
164 208 -1 1
334 207 -1 0
333 207 -1 0
332 207 -1 0
331 207 -1 0
330 207 -1 0
329 207 -1 0
328 207 -1 0
327 207 -1 0
326 207 -1 0
325 207 -1 0
324 207 -1 0
323 207 -1 0
197 207 -1 1
195 207 -1 1
194 207 -1 1
193 207 -1 1
192 207 -1 1
191 207 -1 1
190 207 -1 1
189 207 -1 1
188 207 -1 1
187 207 -1 1
186 207 -1 1
185 207 -1 1
184 207 -1 1
183 207 -1 1
182 207 -1 1
181 207 -1 1
180 207 -1 1
179 207 -1 1
178 207 -1 1
177 207 -1 1
176 207 -1 1
175 207 -1 1
174 207 -1 1
173 207 -1 1
172 207 -1 1
171 207 -1 1
170 207 -1 1
169 207 -1 1
168 207 -1 1
167 207 -1 1
166 207 -1 1
165 207 -1 1
164 207 -1 1
334 206 -1 0
333 206 -1 0
332 206 -1 0
331 206 -1 0
330 206 -1 0
329 206 -1 0
328 206 -1 0
327 206 -1 0
326 206 -1 0
325 206 -1 0
324 206 -1 0
323 206 -1 0
192 206 -1 1
191 206 -1 1
190 206 -1 1
189 206 -1 1
188 206 -1 1
187 206 -1 1
186 206 -1 1
185 206 -1 1
184 206 -1 1
183 206 -1 1
182 206 -1 1
181 206 -1 1
180 206 -1 1
179 206 -1 1
178 206 -1 1
177 206 -1 1
176 206 -1 1
175 206 -1 1
174 206 -1 1
173 206 -1 1
172 206 -1 1
171 206 -1 1
170 206 -1 1
169 206 -1 1
168 206 -1 1
167 206 -1 1
166 206 -1 1
165 206 -1 1
164 206 -1 1
163 206 -1 1
334 205 -1 0
333 205 -1 0
332 205 -1 0
331 205 -1 0
330 205 -1 0
329 205 -1 0
328 205 -1 0
327 205 -1 0
326 205 -1 0
325 205 -1 0
324 205 -1 0
323 205 -1 0
189 205 -1 1
188 205 -1 1
187 205 -1 1
186 205 -1 1
185 205 -1 1
184 205 -1 1
183 205 -1 1
182 205 -1 1
181 205 -1 1
180 205 -1 1
179 205 -1 1
178 205 -1 1
177 205 -1 1
176 205 -1 1
175 205 -1 1
174 205 -1 1
173 205 -1 1
172 205 -1 1
171 205 -1 1
170 205 -1 1
169 205 -1 1
168 205 -1 1
167 205 -1 1
166 205 -1 1
165 205 -1 1
164 205 -1 1
163 205 -1 1
333 204 -1 0
332 204 -1 0
331 204 -1 0
330 204 -1 0
329 204 -1 0
328 204 -1 0
327 204 -1 0
326 204 -1 0
325 204 -1 0
324 204 -1 0
323 204 -1 0
186 204 -1 1
185 204 -1 1
184 204 -1 1
183 204 -1 1
182 204 -1 1
181 204 -1 1
180 204 -1 1
179 204 -1 1
178 204 -1 1
177 204 -1 1
176 204 -1 1
175 204 -1 1
174 204 -1 1
173 204 -1 1
172 204 -1 1
171 204 -1 1
170 204 -1 1
169 204 -1 1
168 204 -1 1
167 204 -1 1
166 204 -1 1
165 204 -1 1
164 204 -1 1
333 203 -1 0
332 203 -1 0
331 203 -1 0
330 203 -1 0
329 203 -1 0
328 203 -1 0
327 203 -1 0
326 203 -1 0
325 203 -1 0
324 203 -1 0
323 203 -1 0
183 203 -1 1
182 203 -1 1
181 203 -1 1
180 203 -1 1
179 203 -1 1
178 203 -1 1
177 203 -1 1
176 203 -1 1
175 203 -1 1
174 203 -1 1
173 203 -1 1
172 203 -1 1
171 203 -1 1
170 203 -1 1
169 203 -1 1
168 203 -1 1
167 203 -1 1
166 203 -1 1
165 203 -1 1
164 203 -1 1
333 202 -1 0
332 202 -1 0
331 202 -1 0
330 202 -1 0
329 202 -1 0
328 202 -1 0
327 202 -1 0
326 202 -1 0
325 202 -1 0
324 202 -1 0
323 202 -1 0
178 202 -1 1
177 202 -1 1
176 202 -1 1
175 202 -1 1
174 202 -1 1
173 202 -1 1
172 202 -1 1
171 202 -1 1
170 202 -1 1
169 202 -1 1
168 202 -1 1
167 202 -1 1
166 202 -1 1
165 202 -1 1
164 202 -1 1
333 201 -1 0
332 201 -1 0
331 201 -1 0
330 201 -1 0
329 201 -1 0
328 201 -1 0
327 201 -1 0
326 201 -1 0
325 201 -1 0
324 201 -1 0
323 201 -1 0
322 201 -1 0
177 201 -1 1
176 201 -1 1
175 201 -1 1
174 201 -1 1
173 201 -1 1
172 201 -1 1
171 201 -1 1
170 201 -1 1
169 201 -1 1
168 201 -1 1
167 201 -1 1
166 201 -1 1
165 201 -1 1
332 200 -1 0
331 200 -1 0
330 200 -1 0
329 200 -1 0
328 200 -1 0
327 200 -1 0
326 200 -1 0
325 200 -1 0
324 200 -1 0
323 200 -1 0
322 200 -1 0
174 200 -1 1
173 200 -1 1
172 200 -1 1
171 200 -1 1
170 200 -1 1
169 200 -1 1
168 200 -1 1
332 199 -1 0
331 199 -1 0
330 199 -1 0
329 199 -1 0
328 199 -1 0
327 199 -1 0
326 199 -1 0
325 199 -1 0
324 199 -1 0
323 199 -1 0
322 199 -1 0
332 198 -1 0
331 198 -1 0
330 198 -1 0
329 198 -1 0
328 198 -1 0
327 198 -1 0
326 198 -1 0
325 198 -1 0
324 198 -1 0
323 198 -1 0
322 198 -1 0
321 198 -1 0
331 197 -1 0
330 197 -1 0
329 197 -1 0
328 197 -1 0
327 197 -1 0
326 197 -1 0
325 197 -1 0
324 197 -1 0
323 197 -1 0
322 197 -1 0
321 197 -1 0
331 196 -1 0
330 196 -1 0
329 196 -1 0
328 196 -1 0
327 196 -1 0
326 196 -1 0
325 196 -1 0
324 196 -1 0
323 196 -1 0
322 196 -1 0
321 196 -1 0
331 195 -1 0
330 195 -1 0
329 195 -1 0
328 195 -1 0
327 195 -1 0
326 195 -1 0
325 195 -1 0
324 195 -1 0
323 195 -1 0
322 195 -1 0
321 195 -1 0
331 194 -1 0
330 194 -1 0
329 194 -1 0
328 194 -1 0
327 194 -1 0
326 194 -1 0
325 194 -1 0
324 194 -1 0
323 194 -1 0
322 194 -1 0
321 194 -1 0
330 193 -1 0
329 193 -1 0
328 193 -1 0
327 193 -1 0
326 193 -1 0
325 193 -1 0
324 193 -1 0
323 193 -1 0
322 193 -1 0
321 193 -1 0
320 193 -1 0
330 192 -1 0
329 192 -1 0
328 192 -1 0
327 192 -1 0
326 192 -1 0
325 192 -1 0
324 192 -1 0
323 192 -1 0
322 192 -1 0
321 192 -1 0
320 192 -1 0
330 191 -1 0
329 191 -1 0
328 191 -1 0
327 191 -1 0
326 191 -1 0
325 191 -1 0
324 191 -1 0
323 191 -1 0
322 191 -1 0
321 191 -1 0
320 191 -1 0
319 191 -1 0
330 190 -1 0
329 190 -1 0
328 190 -1 0
327 190 -1 0
326 190 -1 0
325 190 -1 0
324 190 -1 0
323 190 -1 0
322 190 -1 0
321 190 -1 0
320 190 -1 0
319 190 -1 0
318 190 -1 0
329 189 -1 0
328 189 -1 0
327 189 -1 0
326 189 -1 0
325 189 -1 0
324 189 -1 0
323 189 -1 0
322 189 -1 0
321 189 -1 0
320 189 -1 0
319 189 -1 0
318 189 -1 0
317 189 -1 0
316 189 -1 0
329 188 -1 0
328 188 -1 0
327 188 -1 0
326 188 -1 0
325 188 -1 0
324 188 -1 0
323 188 -1 0
322 188 -1 0
321 188 -1 0
320 188 -1 0
319 188 -1 0
318 188 -1 0
317 188 -1 0
316 188 -1 0
315 188 -1 0
329 187 -1 0
328 187 -1 0
327 187 -1 0
326 187 -1 0
325 187 -1 0
324 187 -1 0
323 187 -1 0
322 187 -1 0
321 187 -1 0
320 187 -1 0
319 187 -1 0
318 187 -1 0
317 187 -1 0
316 187 -1 0
315 187 -1 0
314 187 -1 0
328 186 -1 0
327 186 -1 0
326 186 -1 0
325 186 -1 0
324 186 -1 0
323 186 -1 0
322 186 -1 0
321 186 -1 0
320 186 -1 0
319 186 -1 0
318 186 -1 0
317 186 -1 0
316 186 -1 0
315 186 -1 0
314 186 -1 0
327 185 -1 0
326 185 -1 0
325 185 -1 0
324 185 -1 0
323 185 -1 0
322 185 -1 0
321 185 -1 0
320 185 -1 0
319 185 -1 0
318 185 -1 0
317 185 -1 0
316 185 -1 0
315 185 -1 0
314 185 -1 0
326 184 -1 0
325 184 -1 0
324 184 -1 0
323 184 -1 0
322 184 -1 0
321 184 -1 0
320 184 -1 0
319 184 -1 0
318 184 -1 0
317 184 -1 0
316 184 -1 0
315 184 -1 0
314 184 -1 0
313 184 -1 0
325 183 -1 0
324 183 -1 0
323 183 -1 0
322 183 -1 0
321 183 -1 0
320 183 -1 0
319 183 -1 0
318 183 -1 0
317 183 -1 0
316 183 -1 0
315 183 -1 0
314 183 -1 0
313 183 -1 0
324 182 -1 0
323 182 -1 0
322 182 -1 0
321 182 -1 0
320 182 -1 0
319 182 -1 0
318 182 -1 0
317 182 -1 0
316 182 -1 0
315 182 -1 0
314 182 -1 0
313 182 -1 0
312 182 -1 0
311 182 -1 0
310 182 -1 0
323 181 -1 0
322 181 -1 0
321 181 -1 0
320 181 -1 0
319 181 -1 0
318 181 -1 0
317 181 -1 0
316 181 -1 0
315 181 -1 0
314 181 -1 0
313 181 -1 0
312 181 -1 0
311 181 -1 0
310 181 -1 0
309 181 -1 0
323 180 -1 0
322 180 -1 0
321 180 -1 0
320 180 -1 0
319 180 -1 0
318 180 -1 0
317 180 -1 0
316 180 -1 0
315 180 -1 0
314 180 -1 0
313 180 -1 0
312 180 -1 0
311 180 -1 0
310 180 -1 0
309 180 -1 0
322 179 -1 0
321 179 -1 0
320 179 -1 0
319 179 -1 0
318 179 -1 0
317 179 -1 0
316 179 -1 0
315 179 -1 0
314 179 -1 0
313 179 -1 0
312 179 -1 0
311 179 -1 0
310 179 -1 0
309 179 -1 0
322 178 -1 0
321 178 -1 0
320 178 -1 0
319 178 -1 0
318 178 -1 0
317 178 -1 0
316 178 -1 0
315 178 -1 0
